names,ratings,classified,school_address,zipcode,types,grades,student_nums,st_ratios,districts
Woodbourne School At Conrad,Currently unrated,Currently unrated,"1301 Woodbourne Avenue, Baltimore, MD", 21239,Private,6-10,6,,
Yang Academy,Currently unrated,Currently unrated,"111 Central Avenue, Gaithersburg, MD", 20877,Private,5-12,3,,
Hickory Hollow School,Currently unrated,Currently unrated,"Savage Rd, Salisbury, MD", 15558,Private,1-8,23,,
The New Century School,Currently unrated,Currently unrated,"724 South Ann Street, Baltimore, MD", 21231,Private,PK-8,400,,
Compass Academy,Currently unrated,Currently unrated,"4601 Maple Ave., Halethorpe, MD", 21227,Private,1-12,18,,
Essex Children's Center,Currently unrated,Currently unrated,"200 N. marlyn ave, Baltimore, MD", 21221,Private,Ungraded,20,,
Nia Imani Academy of Excellence,Currently unrated, 20646,"101 Catalpa Drive, Unit 104, La Plata", MD,Currently unrated,Private,PK-5,7,
Carroll Creek Montessori Public Charter School,4/10,Below average,"7215 Corporate Court, Frederick, MD", 21703,Public charter,PK-7,233,21:1,Frederick County Public Schools
Chester River Adventist School,Currently unrated,Currently unrated,"305 N. Kent Street, Chestertown, MD", 21620,Private,1-8,12,,
Budds Creek Amish Parochial School,Currently unrated,Currently unrated,"28379 Thompson Corner Road, Mechanicsville, MD", 20659,Private,1-8,25,,
Community School Of Md At Northwood High School,Currently unrated,Currently unrated,"344 University Boulevard West, Silver Spring, MD", 20901,Private,11-12,6,,
Denton Run Amish Parochial School,Currently unrated,Currently unrated,"28379 Thompson Corner Road, Mechanicsville, MD", 20659,Private,1-8,31,,
Echelon Academy,Currently unrated,Currently unrated,"900 Olney Sandy Spring Road, Ashton-Sandy Spring, MD", 20860,Private,4-9,5,,
Flintstone Mennonite School,Currently unrated,Currently unrated,"20020 W Flintstone Creek Road Northeast, Flintstone, MD", 21530,Private,1-9,20,,
Forbush School At Anne Arundel The,Currently unrated,Currently unrated,"648 Old Mill Road, Millersville, MD", 21108,Private,8-11,7,,
Forbush School At Hunt Valley,Currently unrated,Currently unrated,"11201 Pepper Road, Cockeysville, MD", 21031,Private,Ungraded,75,,
Fox Lumber Amish Parochial School,Currently unrated,Currently unrated,"28379 Thompson Corner Road, Mechanicsville, MD", 20659,Private,1-8,27,,
Glenn Dale Montessori School,Currently unrated,Currently unrated,"7500 Hillmeade Road, Glenn Dale, MD", 20769,Private,PK-4,49,,
Gods Little Angels Academy,Currently unrated,Currently unrated,"6247 Kenwood Avenue, Rosedale, MD", 21237,Private,PK-3,155,,
Guiding Light Christian Academy,Currently unrated,Currently unrated,"2210 Dudley Corners Road, Chestertown, MD", 21620,Private,PK-12,22,,
Hannah More At North Carroll High School,Currently unrated,Currently unrated,"1400 Panther Drive, Hampstead, MD", 21074,Private,9-12,7,,
Kemet Daycare Center #2,Currently unrated,Currently unrated,"411 South Highland Avenue, Baltimore, MD", 21224,Private,PK-1,20,,
Kennedy Krieger School,Currently unrated,Currently unrated,"12301 Academy Way, Rockville, MD", 20852,Private,3-12,43,,
Kennedy Krieger School Greenspring Campus,Currently unrated,Currently unrated,"3825 Greenspring Avenue, Baltimore, MD", 21211,Private,9-12,183,,
Lighthouse Christian Academy,Currently unrated,Currently unrated,"1460 Berger Street, Odenton, MD", 21113,Private,2-12,7,,
Mesivta Neimus Hatorah,Currently unrated,Currently unrated,"6104 Park Heights Avenue, Baltimore, MD", 21215,Private,9-12,28,,
New Horizon Child Development Center,Currently unrated,Currently unrated,"5664 Silver Hill Rd, Forestville, MD", 20747,Private,PK-2,51,,
Open Door Christian School,Currently unrated,Currently unrated,"7300 Ridge Road, Hanover, MD", 21076,Private,K-3,37,,
Pathways School Anne Arundel,Currently unrated,Currently unrated,"9880 Good Luck Road, Lanham, MD", 20706,Private,9-12,7,,
Resurrection St Paul School,Currently unrated,Currently unrated,"3155 Paulskirk Drive, Ellicott City, MD", 21042,Private,PK-8,530,,
Ryceville Amish Parochial School,Currently unrated,Currently unrated,"28379 Thompson Corner Road, Mechanicsville, MD", 20659,Private,1-8,28,,
School For Tomorrow,Currently unrated,Currently unrated,"13313 Old Columbia Pike, Silver Spring, MD", 20904,Private,4-12,85,,
Seaside Christian Academy,Currently unrated,Currently unrated,"12637 Ocean Gateway, Ocean City, MD", 21842,Private,PK-8,33,,
Silver Oak Academy,Currently unrated,Currently unrated,"Po Box 250, Keymar, MD", 21757,Private,9-12,43,,
Sulam School,Currently unrated,Currently unrated,"13300 Arctic Avenue, Rockville, MD", 20853,Private,K-8,18,,
Sunny Meadow Amish Parochial School,Currently unrated,Currently unrated,"28379 Thompson Corner Road, Mechanicsville, MD", 20659,Private,1-8,24,,
The Auburn School,Currently unrated,Currently unrated,"1710 Dulaney Valley Road, Lutherville-Timonium, MD", 21093,Private,1-7,10,,
The Mann Residential School,Currently unrated,Currently unrated,"6501 North Charles Street, Towson, MD", 21204,Private,7-12,59,,
The Montessori Schools,Currently unrated,Currently unrated,"10807 Tony Drive, Lutherville-Timonium, MD", 21093,Private,PK-8,212,,
Trinity Run Amish Parochial School,Currently unrated,Currently unrated,"28379 Thompson Corner Road, Mechanicsville, MD", 20659,Private,1-8,33,,
Unseld's Developmental Center,Currently unrated,Currently unrated,"334 Old Frederick Road, Baltimore, MD", 21229,Private,PK-8,111,,
Westham Amish Parochial School,Currently unrated,Currently unrated,"28379 Thompson Corner Road, Mechanicsville, MD", 20659,Private,1-8,34,,
Woodburn Hill Amish Parochial School,Currently unrated,Currently unrated,"28379 Thompson Corner Road, Mechanicsville, MD", 20659,Private,1-8,29,,
Academy Of Health Sciences At Pgcc,8/10,Above average,"301 Largo Road, Upper Marlboro, MD", 20774,Public district,9-12,100,20:1,Prince George's County Public Schools
Ruth Ann Monroe Primary,Currently unrated,Currently unrated,"1311 Yale Drive, Hagerstown, MD", 21742,Public district,PK-2,648,16:1,Washington County Public Schools
The Community School,Currently unrated,Currently unrated,"337 West 30th Street on the corner of W. 30th & Huntingdon Avenue in Remington, Baltimore, MD", 21211,Private,9-12,22,,
Frederick Classical Charter School,9/10,Above average,"8445 Spires Way, Frederick, MD", 21701,Public charter,K-8,353,14:1,Frederick County Public Schools
International Connections Academy,Currently unrated, 21202,"1001 Fleet Street, 5th Floor, Baltimore", MD,Currently unrated,Private,K-12,800,
Windsor Christian Academy,Currently unrated,Currently unrated,"7710 Windsor Mill Road, Baltimore, MD", 21244,Private,PK-2,102,,
Annapolis TALS Education Program,Currently unrated,Currently unrated,"Generals Hwy, Annapolis, MD", 21401,Private,PK-3,20,,
Baltimore School of Independent Learners,Currently unrated,Currently unrated,"1777 Reisterstown Rd. Suite 60, Baltimore, MD", 21208,Private,3-12,30,,
Fellowship Christian School,Currently unrated,Currently unrated,"18901 Waring Station Rd., Germantown, MD", 20874,Private,PK-5,110,,
Maryland International School STEM Academy,Currently unrated,Currently unrated,"6135 Old Washington Road, Elkridge, MD", 21075,Private,1-12,70,,
Bard High School Early College,6/10,Average,"2801 North Dukeland Street, Baltimore, MD", 21216,Public district,9-12,163,17:1,Baltimore City Public Schools
Hallie Wells Middle School,Currently unrated,Currently unrated,"11701 Little Seneca Parkway, Germantown, MD", 20876,Public district,6-7,,,Montgomery County Public Schools
Studio 39,Currently unrated,Currently unrated,"291 Locust Avenue, Annapolis, MD", 21401,Public district,Ungraded,,,Anne Arundel County Public Schools
International High School @ Largo,Currently unrated,Currently unrated,"505 Largo Road, Upper Marlboro, MD", 20774,Public district,PK, 2,,12:1
International High School @ Langley Park,Currently unrated,Currently unrated,"5150 Annapolis Road, Bladensburg, MD", 20710,Public district,PK, 2,,11:1
Jonathan Hager Elementary,Currently unrated,Currently unrated,"12615 Sedgwick Way, Hagerstown, MD", 21740,Public district,PK-5,,,Washington County Public Schools
Arnold Elementary School,9/10,Above average,"90 Church Road, Arnold, MD", 21012,Public district,K-5,388,14:1,Anne Arundel County Public Schools
Benfield Elementary School,9/10,Above average,"365 Lynwood Drive, Severna Park, MD", 21146,Public district,PK-5,465,14:1,Anne Arundel County Public Schools
Crofton Woods Elementary School,10/10,Above average,"1750 Urby Drive, Crofton, MD", 21114,Public district,K-5,673,15:1,Anne Arundel County Public Schools
Deale Elementary School,Currently unrated,Currently unrated,"759 Masons Beach Road, Deale, MD", 20751,Public district,K-5,244,11:1,Anne Arundel County Public Schools
Folger McKinsey Elementary School,9/10,Above average,"175 Arundel Beach Road, Severna Park, MD", 21146,Public district,K-5,618,15:1,Anne Arundel County Public Schools
Jones Elementary School,9/10,Above average,"122 Hoyle Lane, Severna Park, MD", 21146,Public district,K-5,277,13:1,Anne Arundel County Public Schools
Millersville Elementary School,Currently unrated,Currently unrated,"1601 Millersville Road, Millersville, MD", 21108,Public district,K-5,349,13:1,Anne Arundel County Public Schools
Severna Park Elementary School,9/10,Above average,"6 Riggs Avenue, Severna Park, MD", 21146,Public district,K-5,400,14:1,Anne Arundel County Public Schools
West Annapolis Elementary School,9/10,Above average,"505 Melvin Avenue, Annapolis, MD", 21401,Public district,K-5,165,11:1,Anne Arundel County Public Schools
Anne Arundel Evening High,Currently unrated,Currently unrated,"60 Robinson Road, Severna Park, MD", 21146,Public district,9-12,201,,Anne Arundel County Public Schools
Center Of Applied Technology-North,Currently unrated,Currently unrated,"800 Stevenson Road, Severn, MD", 21144,Public district,Ungraded,,,Anne Arundel County Public Schools
Center Of Applied Technology-South,Currently unrated,Currently unrated,"211 Central Avenue East, Edgewater, MD", 21037,Public district,Ungraded,,,Anne Arundel County Public Schools
Shipley's Choice Elementary School,9/10,Above average,"310 Governor Stone Parkway, Millersville, MD", 21108,Public district,K-5,371,14:1,Anne Arundel County Public Schools
The Keystone School,Currently unrated,Currently unrated,"200 West Baltimore Street, Baltimore, MD", 21201,Private,6-12,,,
Canton Middle School,Currently unrated,Currently unrated,"801 South Highland Ave, Baltimore, MD", 21224,Public district,8,,,Baltimore City Public Schools
Baltimore IT Academy,Currently unrated,Currently unrated,"900 Woodbourne Ave, Baltimore, MD", 21212,Public district,6-7,,,Baltimore City Public Schools
Claremont School,Currently unrated,Currently unrated,"5301 Erdman Avenue, Baltimore, MD", 21205,Public district,6-12,61,4:1,Baltimore City Public Schools
K12 International Academy,Currently unrated,Currently unrated,"200 West Baltimore Street , Baltimore, MD", 21201,Private,K-12,,,
Frederick Douglass High School,1/10,Below average,"2301 Gwynns Falls Parkway, Baltimore, MD", 21217,Public district,9-12,1132,19:1,Baltimore City Public Schools
George G. Kelson Elementary School,Currently unrated,Currently unrated,"701 Gold St, Baltimore, MD", 21217,Public district,PK-8,,,Baltimore City Public Schools
George W.F. McMechen High School,1/10,Below average,"4411 Garrison Boulevard, Baltimore, MD", 21215,Public district,9-12,55,3:1,Baltimore City Public Schools
Fernwood Montessori School,Currently unrated,Currently unrated,"10100 Old Georgetown Road, Bethesda, MD", 20814,Private,PK-5,75,,
Harbor City High School,Currently unrated,Currently unrated,"2201 Pinewood Avenue, Baltimore, MD", 21214,Public district,9-12,340,16:1,Baltimore City Public Schools
Henson Valley Academy,Currently unrated,Currently unrated,"8701 Woodyard Rd, Clinton, MD", 20735,Private,PK-8,50,,
Lombard Middle School,Currently unrated,Currently unrated,"1601 East Lombard St, Baltimore, MD", 21231,Public district,7-8,,,Baltimore City Public Schools
Oak Grove Classical Christian School,Currently unrated,Currently unrated,"2416 Creswell Road , Bel Air, MD", 21015,Private,PK-12,116,,
William S. Baer School,Currently unrated,Currently unrated,"2001 North Warwick Avenue, Baltimore, MD", 21216,Public district,PK-12,177,5:1,Baltimore City Public Schools
Alternative Elementary School,Currently unrated,Currently unrated,"1501 Ashburton St, Baltimore, MD", 21216,Public district,Ungraded,,,Baltimore City Public Schools
Eager Street Academy,Currently unrated,Currently unrated,"401 East Eager Street, Baltimore, MD", 21202,Public district,9-10,12,2:1,Baltimore City Public Schools
Francis M. Wood Alternative High School,Currently unrated,Currently unrated,"1001 West Saratoga Street, Baltimore, MD", 21223,Public district,7-12,410,15:1,Baltimore City Public Schools
Lois T. Murray Elementary School,Currently unrated,Currently unrated,"1600 East Arlington Avenue, Baltimore, MD", 21239,Public district,PK-8,51,,Baltimore City Public Schools
Sharp-Leadenhall Elementary School,Currently unrated,Currently unrated,"150 West West Street, Baltimore, MD", 21230,Public district,1-5,35,3:1,Baltimore City Public Schools
Paul Laurence Dunbar Middle School,Currently unrated,Currently unrated,"500 North Caroline St, Baltimore, MD", 21205,Public district,6-8,,,Baltimore City Public Schools
Frederick Elementary School,Currently unrated,Currently unrated,"201 North Bend Road, Baltimore, MD", 21229,Public district,PK-5,202,17:1,Baltimore City Public Schools
George W. Carver Center For Arts & Technology,9/10,Above average,"938 York Road, Towson, MD", 21204,Public district,9-12,875,14:1,Baltimore County Public Schools
Western School Of Technology & Env. Science,9/10,Above average,"100 Kenwood Avenue, Catonsville, MD", 21228,Public district,9-12,890,15:1,Baltimore County Public Schools
Carroll Manor Elementary School,9/10,Above average,"4434 Carroll Manor Road, Baldwin, MD", 21013,Public district,K-5,332,15:1,Baltimore County Public Schools
Chesapeake Terrace Elementary School,Currently unrated,Currently unrated,"2112 Lodge Farm Road, Edgemere, MD", 21219,Public district,PK-5,312,18:1,Baltimore County Public Schools
Eastern Technical High School,10/10,Above average,"1100 Mace Avenue, Baltimore, MD", 21221,Public district,9-12,1175,18:1,Baltimore County Public Schools
Fifth District Elementary School,8/10,Above average,"3725 Mount Carmel Road, Upperco, MD", 21155,Public district,K-5,278,18:1,Baltimore County Public Schools
Milford Mill Academy,3/10,Below average,"3800 Washington Avenue, Milford Mill, MD", 21244,Public district,9-12,1491,15:1,Baltimore County Public Schools
Catonsville Center For Alternative Studies,Currently unrated,Currently unrated,"901 South Rolling Road, Catonsville, MD", 21228,Public district,9-12,64,6:1,Baltimore County Public Schools
Patapsco High & Center For Arts,4/10,Below average,"8100 Wise Avenue, Dundalk, MD", 21222,Public district,9-12,1463,16:1,Baltimore County Public Schools
Pinewood Elementary School,9/10,Above average,"200 Rickswood Road, Lutherville-Timonium, MD", 21093,Public district,PK-5,515,17:1,Baltimore County Public Schools
Prettyboy Elementary School,7/10,Above average,"19810 Middletown Road, Freeland, MD", 21053,Public district,K-5,427,18:1,Baltimore County Public Schools
Riderwood Elementary School,9/10,Above average,"1711 Landrake Road, Towson, MD", 21204,Public district,K-5,454,17:1,Baltimore County Public Schools
Rodgers Forge Elementary School,9/10,Above average,"250 Dumbarton Road, Baltimore, MD", 21212,Public district,K-5,431,18:1,Baltimore County Public Schools
